N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop,fertilizer_used,soil_moisture,sunlight_hours,previous_crop
125.0,56.0,36.0,18.39,25.18,5.19,219.74,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Urea,63.69,4.8,maize
88.0,21.0,145.0,28.55,82.39,7.91,219.31,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,Compost,49.73,4.5,lentil
130.0,62.0,36.0,39.63,75.44,5.45,158.33,Rabi,Bokaro,Loamy,1500.0,4.0,millet,DAP,61.3,8.4,sugarcane
94.0,124.0,146.0,18.24,81.9,4.76,131.48,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,None,46.09,7.0,wheat
105.0,109.0,152.0,16.84,88.07,7.07,145.99,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,34.78,6.6,millet
32.0,51.0,201.0,39.16,50.28,8.14,35.52,Rabi,Ranchi,Loamy,1500.0,4.0,millet,DAP,69.15,8.4,millet
39.0,82.0,47.0,19.05,85.43,5.4,285.3,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,67.96,8.6,sugarcane
20.0,69.0,55.0,30.88,58.56,5.0,104.79,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Compost,61.68,5.0,cotton
128.0,48.0,156.0,38.54,30.79,7.13,221.78,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,Compost,36.33,7.7,cotton
10.0,12.0,25.0,16.14,64.9,6.81,202.32,Rabi,Hazaribagh,Loamy,1500.0,4.0,millet,Urea,55.41,4.8,lentil
7.0,132.0,165.0,28.64,64.93,5.71,88.57,Rabi,Jamshedpur,Sandy,1600.0,4.0,barley,None,41.66,8.5,wheat
116.0,23.0,181.0,16.5,50.77,6.44,77.13,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Organic,25.49,7.9,wheat
80.0,86.0,192.0,39.7,44.18,6.09,232.99,Kharif,Hazaribagh,Clayey,1700.0,4.0,maize,DAP,75.04,9.7,sugarcane
27.0,86.0,66.0,26.66,38.72,5.49,47.11,Rabi,Bokaro,Loamy,1900.0,4.0,lentil,Compost,28.21,4.4,barley
107.0,68.0,45.0,35.34,85.36,7.38,73.15,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Urea,77.01,4.3,millet
131.0,124.0,132.0,36.98,54.82,4.86,130.11,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Urea,46.76,5.7,wheat
55.0,95.0,17.0,16.26,54.64,8.03,203.19,Kharif,Jamshedpur,Sandy,3500.0,4.0,cotton,Organic,31.11,5.6,sugarcane
137.0,7.0,32.0,25.77,81.77,7.41,233.88,Zaid,Bokaro,Clayey,3000.0,4.0,sugarcane,Compost,52.51,5.5,groundnut
102.0,18.0,150.0,29.05,45.38,5.65,128.18,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,None,72.38,9.4,chickpea
71.0,35.0,37.0,39.38,47.57,7.68,114.94,Rabi,Bokaro,Loamy,1900.0,4.0,lentil,Compost,63.93,5.5,groundnut
50.0,135.0,107.0,27.5,23.17,5.05,113.25,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,Organic,68.39,5.6,rice
116.0,43.0,160.0,37.33,29.78,8.23,109.19,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,Organic,59.53,8.6,lentil
76.0,91.0,134.0,35.71,57.26,7.33,103.94,Rabi,Ranchi,Loamy,2100.0,4.0,chickpea,Compost,61.54,6.7,wheat
84.0,33.0,111.0,29.59,75.77,7.4,212.65,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Organic,70.95,8.7,rice
121.0,72.0,172.0,34.57,74.33,6.81,221.99,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Compost,34.98,4.4,maize
43.0,139.0,166.0,33.03,74.22,6.02,250.07,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,DAP,49.37,6.9,rice
28.0,53.0,9.0,26.03,49.31,6.15,77.09,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Compost,33.27,4.2,sugarcane
120.0,20.0,185.0,18.45,34.51,5.8,205.42,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Compost,79.26,4.4,wheat
80.0,49.0,122.0,37.8,43.96,5.92,236.16,Rabi,Bokaro,Sandy,1600.0,4.0,barley,Organic,76.64,9.4,chickpea
123.0,54.0,68.0,21.98,40.89,8.27,295.03,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Organic,22.37,4.8,sugarcane
125.0,86.0,127.0,23.72,85.36,7.68,96.57,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,Urea,62.33,7.2,sugarcane
139.0,102.0,106.0,35.46,86.82,7.72,101.33,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Urea,75.51,6.5,lentil
88.0,118.0,172.0,21.41,53.54,5.31,170.8,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,DAP,30.83,6.1,lentil
35.0,32.0,162.0,33.52,36.75,4.7,273.45,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Urea,54.08,9.4,millet
13.0,30.0,110.0,23.26,53.07,7.22,58.49,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,Compost,74.93,4.1,millet
104.0,126.0,127.0,31.26,72.91,5.65,99.92,Kharif,Ranchi,Clayey,1700.0,4.0,maize,Organic,22.04,8.0,cotton
59.0,141.0,194.0,33.08,85.57,8.15,69.02,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,Urea,61.85,9.8,barley
101.0,131.0,52.0,38.42,87.35,8.2,265.49,Kharif,Ranchi,Loamy,1800.0,4.0,rice,Urea,37.84,7.4,wheat
27.0,90.0,77.0,26.36,64.89,6.6,268.99,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,DAP,75.46,9.6,wheat
119.0,74.0,54.0,35.22,43.15,7.42,201.52,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,DAP,78.26,4.3,rice
86.0,80.0,150.0,31.86,33.52,6.94,198.84,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,Compost,76.66,6.5,wheat
131.0,88.0,27.0,25.02,26.68,8.43,153.69,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Organic,48.45,5.6,wheat
66.0,103.0,65.0,26.17,38.69,5.82,183.09,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,DAP,71.72,8.4,barley
66.0,97.0,182.0,20.91,66.75,6.36,64.72,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Urea,70.67,9.9,maize
30.0,80.0,99.0,30.37,35.34,5.03,62.89,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Organic,39.15,5.5,millet
106.0,145.0,125.0,33.93,76.14,7.8,233.32,Rabi,Hazaribagh,Loamy,1500.0,4.0,millet,Organic,69.73,7.9,millet
134.0,119.0,140.0,32.59,25.47,6.76,37.29,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,Urea,22.22,5.2,chickpea
51.0,142.0,43.0,19.11,79.81,6.27,210.48,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,DAP,55.78,7.4,wheat
23.0,135.0,119.0,35.22,51.74,6.55,147.9,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,Urea,33.8,6.8,barley
118.0,83.0,190.0,15.54,37.81,4.51,81.01,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,Organic,27.23,9.8,millet
108.0,93.0,184.0,16.59,89.59,8.24,39.33,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,None,24.62,7.7,barley
73.0,109.0,51.0,34.22,73.61,8.41,200.85,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,None,61.78,6.1,groundnut
97.0,119.0,101.0,24.39,67.79,7.15,171.0,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Compost,40.39,4.7,maize
45.0,142.0,105.0,28.22,70.95,5.39,20.97,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Urea,63.49,4.9,wheat
118.0,144.0,113.0,28.3,77.64,5.49,116.92,Zaid,Bokaro,Clayey,3000.0,4.0,sugarcane,Urea,23.92,5.4,chickpea
28.0,13.0,174.0,25.48,73.62,8.04,24.38,Kharif,Dhanbad,Sandy,3500.0,4.0,cotton,Compost,38.92,5.5,rice
25.0,13.0,119.0,29.94,69.23,4.69,227.35,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,Compost,52.37,9.1,millet
59.0,143.0,60.0,33.86,74.32,5.06,298.18,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Compost,67.44,7.4,groundnut
81.0,87.0,65.0,22.54,30.03,7.14,81.89,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,Organic,39.13,7.1,barley
15.0,49.0,165.0,31.97,58.91,4.69,116.44,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,Urea,57.55,4.7,lentil
81.0,111.0,109.0,18.73,46.35,7.52,152.59,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Organic,73.16,9.2,sugarcane
36.0,123.0,19.0,29.06,87.75,6.73,57.55,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Compost,56.95,8.3,wheat
52.0,89.0,170.0,16.98,51.49,5.98,169.98,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Urea,33.98,4.4,wheat
68.0,101.0,177.0,30.12,22.77,4.79,245.3,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Organic,21.46,8.2,groundnut
55.0,127.0,58.0,36.74,43.31,8.33,24.29,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,Organic,72.21,7.3,barley
122.0,67.0,183.0,30.11,34.32,8.16,174.58,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Compost,21.28,4.5,cotton
119.0,141.0,171.0,23.98,38.31,6.55,159.24,Rabi,Ranchi,Sandy,1600.0,4.0,barley,Urea,72.48,6.7,wheat
81.0,57.0,99.0,22.82,23.2,7.96,227.55,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,Compost,51.74,6.9,cotton
106.0,80.0,44.0,19.9,36.1,6.78,88.8,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Urea,76.34,5.0,lentil
65.0,130.0,190.0,31.04,54.34,5.17,242.59,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,None,67.93,9.7,groundnut
139.0,130.0,52.0,37.92,57.95,7.07,36.44,Kharif,Ranchi,Clayey,1700.0,4.0,maize,DAP,79.88,9.1,barley
12.0,6.0,110.0,18.44,64.15,4.77,62.29,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,DAP,41.04,8.0,barley
116.0,100.0,20.0,30.45,66.67,6.97,155.3,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,DAP,66.03,6.8,maize
1.0,141.0,146.0,25.28,21.17,7.39,170.01,Kharif,Bokaro,Loamy,1800.0,4.0,rice,Compost,44.12,6.5,sugarcane
128.0,115.0,50.0,17.68,26.74,5.1,73.74,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,None,48.79,7.9,millet
90.0,73.0,106.0,16.98,87.15,6.34,88.1,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Urea,57.65,7.3,millet
20.0,13.0,28.0,25.13,46.4,6.4,198.29,Zaid,Dhanbad,Clayey,3000.0,4.0,sugarcane,Organic,72.42,4.4,rice
127.0,116.0,170.0,34.61,59.61,7.93,46.7,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,Urea,79.05,7.1,chickpea
58.0,59.0,182.0,37.19,53.29,4.69,40.82,Kharif,Bokaro,Loamy,1800.0,4.0,rice,Organic,66.1,8.8,groundnut
8.0,50.0,85.0,15.39,34.5,5.08,249.79,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,Urea,45.07,6.8,lentil
76.0,46.0,149.0,21.01,78.43,6.06,271.03,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,None,45.28,4.3,barley
35.0,25.0,133.0,33.64,44.21,4.89,85.0,Rabi,Ranchi,Sandy,1600.0,4.0,barley,Organic,64.25,8.7,sugarcane
101.0,88.0,12.0,30.85,74.85,6.3,83.88,Rabi,Hazaribagh,Loamy,1500.0,4.0,millet,Compost,34.33,5.2,cotton
110.0,52.0,179.0,29.65,46.61,7.59,102.71,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Urea,26.63,5.6,groundnut
21.0,73.0,44.0,24.5,74.87,5.12,129.09,Rabi,Bokaro,Sandy,2000.0,4.0,wheat,Urea,41.28,5.0,rice
23.0,6.0,83.0,26.12,73.29,4.91,44.44,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,Organic,37.23,6.0,groundnut
131.0,109.0,31.0,15.66,44.77,4.87,187.45,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,Compost,37.78,8.5,rice
3.0,79.0,110.0,24.69,25.93,8.1,273.46,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Compost,34.02,7.1,barley
133.0,48.0,180.0,24.52,29.72,5.7,158.07,Rabi,Ranchi,Loamy,2100.0,4.0,chickpea,None,22.53,5.2,chickpea
111.0,75.0,112.0,22.49,74.79,5.94,284.38,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,Compost,21.07,9.3,rice
50.0,122.0,32.0,18.39,20.47,6.08,255.65,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,Compost,79.26,9.3,barley
112.0,90.0,115.0,35.39,80.17,8.4,58.11,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Compost,45.67,9.2,barley
51.0,127.0,85.0,19.44,47.88,5.78,225.76,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,DAP,43.06,5.4,chickpea
62.0,88.0,101.0,22.01,75.01,5.96,280.98,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,None,60.78,6.7,millet
139.0,51.0,179.0,34.19,21.88,7.41,284.03,Rabi,Dhanbad,Loamy,2100.0,4.0,chickpea,Urea,33.1,9.9,groundnut
74.0,22.0,109.0,31.82,29.74,5.71,90.75,Kharif,Dhanbad,Sandy,2200.0,4.0,groundnut,Organic,77.0,8.6,wheat
96.0,23.0,119.0,39.77,53.55,6.1,161.85,Rabi,Jamshedpur,Sandy,1600.0,4.0,barley,Urea,67.18,4.2,wheat
9.0,97.0,184.0,37.39,57.58,7.05,43.79,Rabi,Dhanbad,Loamy,1900.0,4.0,lentil,None,25.36,4.4,cotton
42.0,16.0,149.0,39.59,67.42,6.1,230.75,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Organic,45.05,6.8,cotton
2.0,30.0,71.0,20.55,72.28,6.73,212.55,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,None,72.75,9.5,wheat
95.0,105.0,123.0,34.31,61.2,6.5,116.59,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,Compost,76.68,7.2,lentil
26.0,80.0,111.0,38.01,26.01,7.83,224.44,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,Organic,48.04,7.0,wheat
87.0,121.0,205.0,20.17,53.8,6.4,142.69,Zaid,Jamshedpur,Clayey,3000.0,4.0,sugarcane,Compost,56.8,4.6,cotton
17.0,81.0,16.0,35.25,28.06,7.9,201.43,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,Urea,30.02,7.9,sugarcane
132.0,49.0,146.0,19.0,59.19,8.33,84.92,Kharif,Jamshedpur,Sandy,3500.0,4.0,cotton,Urea,79.47,8.9,cotton
47.0,115.0,106.0,15.73,62.99,5.29,185.82,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,Organic,33.9,6.3,lentil
54.0,57.0,76.0,33.81,76.61,4.75,48.49,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Organic,76.56,8.7,groundnut
93.0,88.0,55.0,26.44,38.36,7.95,167.76,Kharif,Bokaro,Clayey,1700.0,4.0,maize,None,58.98,9.8,wheat
99.0,105.0,155.0,17.86,44.64,6.33,68.31,Rabi,Bokaro,Loamy,2100.0,4.0,chickpea,None,56.46,5.2,chickpea
21.0,39.0,85.0,17.95,41.38,5.23,214.16,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Compost,50.76,7.1,sugarcane
107.0,40.0,152.0,24.59,33.0,7.04,214.16,Rabi,Dhanbad,Sandy,1600.0,4.0,barley,Organic,33.84,5.7,barley
42.0,130.0,78.0,18.51,42.02,6.3,35.01,Rabi,Bokaro,Loamy,1900.0,4.0,lentil,Urea,30.59,8.8,lentil
124.0,39.0,54.0,35.38,87.47,6.52,158.59,Kharif,Jamshedpur,Loamy,1800.0,4.0,rice,None,33.23,7.5,cotton
113.0,130.0,47.0,17.07,22.16,7.54,101.79,Rabi,Bokaro,Sandy,1600.0,4.0,barley,None,31.19,7.8,chickpea
137.0,78.0,48.0,34.52,59.6,7.59,158.69,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,Urea,66.78,8.8,rice
29.0,73.0,203.0,28.58,89.36,6.67,231.9,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,None,41.01,6.4,millet
55.0,113.0,31.0,33.4,65.76,5.49,264.95,Rabi,Ranchi,Loamy,1900.0,4.0,lentil,Compost,23.47,9.5,wheat
67.0,94.0,27.0,25.98,89.58,7.6,86.34,Kharif,Hazaribagh,Sandy,2200.0,4.0,groundnut,Organic,78.15,7.2,millet
109.0,47.0,162.0,18.48,34.46,5.33,36.62,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Urea,73.03,4.9,lentil
71.0,142.0,48.0,23.09,69.28,5.66,94.86,Rabi,Hazaribagh,Loamy,1900.0,4.0,lentil,Organic,75.67,8.2,rice
34.0,110.0,20.0,39.81,80.69,5.01,262.5,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,None,79.69,8.8,rice
82.0,68.0,199.0,36.09,47.49,5.07,197.07,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,None,30.43,5.9,rice
115.0,24.0,167.0,34.86,73.82,6.11,229.94,Rabi,Bokaro,Sandy,1600.0,4.0,barley,Urea,43.77,9.1,barley
124.0,88.0,153.0,15.06,74.19,7.43,224.66,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Compost,65.49,9.4,lentil
16.0,141.0,106.0,20.45,50.08,5.35,95.19,Rabi,Bokaro,Loamy,1500.0,4.0,millet,DAP,61.76,5.7,groundnut
140.0,38.0,149.0,36.31,75.18,8.08,233.43,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Urea,29.23,9.9,millet
117.0,9.0,36.0,38.24,31.06,6.33,297.71,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,DAP,68.95,4.8,groundnut
33.0,82.0,45.0,36.86,81.36,4.87,120.92,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,DAP,33.47,5.2,chickpea
42.0,18.0,106.0,30.64,70.82,7.52,140.18,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Compost,33.43,5.1,maize
0.0,59.0,127.0,16.95,61.56,6.58,144.62,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,DAP,52.22,9.4,sugarcane
30.0,113.0,182.0,18.3,24.96,6.03,224.61,Rabi,Ranchi,Loamy,1500.0,4.0,millet,DAP,55.58,7.9,sugarcane
80.0,99.0,81.0,18.43,74.14,7.51,57.28,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,Compost,54.81,4.9,groundnut
135.0,7.0,161.0,31.25,50.81,7.39,195.86,Rabi,Dhanbad,Sandy,2000.0,4.0,wheat,DAP,25.49,6.6,maize
113.0,60.0,27.0,37.41,29.8,4.99,224.4,Rabi,Bokaro,Sandy,1600.0,4.0,barley,DAP,72.65,7.7,maize
80.0,40.0,68.0,21.92,25.9,6.71,188.0,Rabi,Hazaribagh,Sandy,1600.0,4.0,barley,DAP,35.94,4.5,wheat
6.0,82.0,57.0,27.94,55.67,7.49,102.75,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Urea,27.77,9.3,chickpea
126.0,103.0,33.0,21.03,64.67,4.78,268.84,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,Urea,73.32,8.8,lentil
81.0,38.0,104.0,36.52,59.79,5.96,211.22,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Urea,77.34,7.0,maize
4.0,22.0,8.0,21.55,22.79,4.74,241.0,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,Compost,71.73,9.8,cotton
128.0,111.0,113.0,32.55,25.77,6.65,192.49,Zaid,Bokaro,Clayey,3000.0,4.0,sugarcane,None,68.57,6.5,sugarcane
79.0,25.0,135.0,38.02,88.2,5.12,111.49,Rabi,Hazaribagh,Sandy,2000.0,4.0,wheat,DAP,59.31,9.9,cotton
79.0,116.0,191.0,38.84,36.7,5.48,278.9,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,DAP,53.05,8.0,chickpea
14.0,84.0,175.0,33.54,71.85,4.98,218.21,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,Compost,25.22,7.8,maize
127.0,93.0,138.0,27.93,77.58,5.54,124.12,Kharif,Bokaro,Clayey,1700.0,4.0,maize,DAP,44.51,5.0,millet
7.0,90.0,114.0,21.8,24.47,7.35,181.46,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,Urea,42.36,9.3,sugarcane
116.0,135.0,97.0,16.39,80.16,5.17,64.05,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,35.59,6.6,wheat
29.0,63.0,194.0,27.72,23.08,7.95,88.47,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,Organic,63.41,5.0,wheat
98.0,43.0,50.0,38.28,80.02,6.71,275.91,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,DAP,49.75,4.1,rice
82.0,68.0,111.0,37.9,42.4,7.8,180.03,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,Urea,24.86,7.4,barley
13.0,50.0,62.0,35.11,88.7,8.32,39.3,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,Organic,33.21,7.2,maize
79.0,88.0,27.0,28.83,20.56,5.3,177.87,Zaid,Bokaro,Clayey,3000.0,4.0,sugarcane,None,61.0,8.3,chickpea
62.0,123.0,99.0,29.79,54.54,7.59,74.72,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,Organic,24.57,9.3,sugarcane
38.0,6.0,109.0,15.6,57.91,7.04,214.17,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,Urea,71.07,4.5,barley
0.0,101.0,193.0,33.18,27.28,6.62,86.69,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Organic,49.71,8.4,chickpea
36.0,76.0,28.0,16.1,36.2,7.88,135.66,Kharif,Bokaro,Loamy,1800.0,4.0,rice,Compost,48.84,5.1,groundnut
21.0,29.0,134.0,18.34,77.4,4.8,178.99,Kharif,Jamshedpur,Sandy,2200.0,4.0,groundnut,Organic,55.54,9.1,maize
60.0,79.0,71.0,36.27,84.82,6.07,252.93,Kharif,Bokaro,Clayey,1700.0,4.0,maize,DAP,69.48,8.9,lentil
115.0,74.0,64.0,16.87,34.19,7.62,183.72,Rabi,Dhanbad,Loamy,1500.0,4.0,millet,DAP,40.87,7.2,lentil
42.0,120.0,124.0,22.85,28.45,5.93,235.69,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,Compost,60.68,8.3,maize
118.0,72.0,35.0,17.26,76.53,5.72,217.32,Zaid,Hazaribagh,Clayey,3000.0,4.0,sugarcane,Urea,53.94,5.9,rice
55.0,88.0,42.0,17.28,37.38,5.92,163.77,Kharif,Bokaro,Loamy,1800.0,4.0,rice,DAP,36.02,6.8,rice
44.0,12.0,108.0,36.37,58.92,6.7,46.52,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,None,72.72,8.9,lentil
31.0,8.0,20.0,35.76,88.78,5.02,250.63,Kharif,Bokaro,Clayey,1700.0,4.0,maize,DAP,67.85,6.8,millet
66.0,24.0,10.0,39.93,33.84,7.08,246.6,Rabi,Ranchi,Sandy,2000.0,4.0,wheat,DAP,59.51,6.1,sugarcane
31.0,15.0,123.0,16.27,84.69,6.23,222.84,Rabi,Jamshedpur,Loamy,1500.0,4.0,millet,Urea,71.03,7.0,lentil
97.0,114.0,49.0,23.85,83.58,5.6,144.88,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,Organic,72.04,9.0,millet
62.0,80.0,132.0,25.3,58.55,4.74,98.34,Kharif,Dhanbad,Loamy,1800.0,4.0,rice,DAP,62.5,6.0,barley
51.0,139.0,68.0,30.77,76.15,7.68,297.03,Rabi,Bokaro,Sandy,1600.0,4.0,barley,Compost,70.22,5.0,millet
139.0,129.0,93.0,37.82,55.17,6.05,70.35,Kharif,Bokaro,Sandy,2200.0,4.0,groundnut,Organic,61.85,8.3,barley
56.0,12.0,204.0,22.02,76.61,6.39,120.08,Rabi,Hazaribagh,Loamy,2100.0,4.0,chickpea,None,60.81,9.0,chickpea
40.0,30.0,68.0,31.42,38.66,7.77,276.83,Kharif,Ranchi,Sandy,3500.0,4.0,cotton,Urea,57.12,4.6,cotton
99.0,95.0,49.0,19.4,61.48,7.72,215.34,Kharif,Hazaribagh,Sandy,3500.0,4.0,cotton,None,65.16,5.4,chickpea
90.0,41.0,149.0,38.71,78.57,7.74,291.71,Kharif,Hazaribagh,Loamy,1800.0,4.0,rice,Organic,29.52,4.9,lentil
44.0,130.0,14.0,17.26,36.28,5.38,167.41,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Organic,72.85,6.1,barley
51.0,38.0,92.0,32.92,84.31,7.88,110.6,Rabi,Ranchi,Loamy,1500.0,4.0,millet,Organic,72.31,6.7,lentil
36.0,33.0,139.0,36.52,87.24,5.99,283.74,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,None,21.75,8.5,maize
25.0,91.0,82.0,23.07,88.31,7.43,142.32,Rabi,Jamshedpur,Loamy,2100.0,4.0,chickpea,Organic,69.55,7.9,sugarcane
44.0,96.0,62.0,31.64,77.01,6.01,225.52,Rabi,Bokaro,Loamy,1500.0,4.0,millet,None,27.73,7.7,wheat
45.0,5.0,184.0,38.72,47.41,8.48,290.25,Kharif,Ranchi,Clayey,1700.0,4.0,maize,Organic,40.11,6.1,lentil
81.0,61.0,168.0,29.14,85.57,5.06,228.7,Kharif,Dhanbad,Clayey,1700.0,4.0,maize,Compost,64.61,9.0,sugarcane
81.0,47.0,167.0,37.13,26.21,7.34,198.95,Rabi,Bokaro,Loamy,1500.0,4.0,millet,Organic,29.65,6.8,millet
2.0,72.0,58.0,21.24,24.75,5.53,50.25,Kharif,Ranchi,Sandy,2200.0,4.0,groundnut,None,69.08,9.9,chickpea
98.0,117.0,192.0,25.49,31.64,6.16,266.9,Kharif,Bokaro,Loamy,1800.0,4.0,rice,DAP,69.93,7.8,millet
96.0,30.0,127.0,34.72,60.46,7.53,83.16,Rabi,Jamshedpur,Loamy,1900.0,4.0,lentil,Organic,50.45,4.8,wheat
8.0,80.0,10.0,22.97,86.62,4.8,67.63,Rabi,Jamshedpur,Sandy,2000.0,4.0,wheat,DAP,20.38,8.1,barley
19.0,145.0,28.0,23.45,88.97,8.07,217.26,Kharif,Jamshedpur,Clayey,1700.0,4.0,maize,Compost,37.22,6.0,maize
111.0,45.0,18.0,17.53,34.39,5.26,215.22,Kharif,Hazaribagh,Clayey,1700.0,4.0,maize,Urea,57.02,8.1,sugarcane
72.0,81.0,65.0,17.4,47.5,6.7,157.47,Zaid,Ranchi,Clayey,3000.0,4.0,sugarcane,Compost,78.87,4.4,maize
